ID,日期,用户名,评分,标题,内容,是否编辑过
13355160096,2025-11-04T12:32:53Z,临城追狗少年,3,能给8，3分,滤镜很不错，live图也直出，很有质感，美中不足有两点：一是每次切到live图模式就会提醒重新登陆，浪费时间；二是近期出现了卡顿，闪退的情况，希望尽快优化。,False
13895835432,2026-03-28T11:19:01Z,我辈皆是蓬蒿人,1,功能太少，滤镜也少，不要买,"远远不值得这个价格，我已经买后悔了。
最最主要的是所谓片门全开模式拍出来的相片居然只有几百kb，那清晰度自然不用说了。
幸好我是20块钱买的，要是99买的不得亏死。",False
13517387566,2025-12-15T18:34:38Z,什么名被用了,5,录像可不可以像官方一样自动识别远近收音？,终于加上了拍照功能了，好评！但是今天拍演唱会发现不能像官方app的一样可以设置切换长焦之后适应后麦克风收音，搞得拍的视频收音都是收到自己的声音🤣🤣🤣,False
13617229604,2026-01-10T14:24:53Z,小麦兜同学,4,差点意思,"软件预设的Lut感觉差点意思，“还原”lut在光照充足的地方，拍出来总感觉有点发灰。
在媒体库里点开视频后，再点导出的按钮，点一次没反应，要一直点一直点，才会有反应",False
13809621505,2026-03-03T14:55:57Z,很好突突突,4,刚下载，短暂使用发现一些问题,"1、打开软件后，手机发热明显，我的是16PM，应该不是手机问题
2、在软件和原相机之间切换，软件有时候会黑屏，需要重启
3、可选的效果不算多，可能需要后期再增加",False
13813301421,2026-03-04T16:19:12Z,ksjsowni,1,额，没太懂意义是什么,搞半天只有 800 万像素吗，果子原生的可是有 4800 万，诚然这个软件拍出来的色彩可能更好，但是主摄800 万我想不出来有什么用，你还不如直接弄成卖滤镜的得了,False
13668590717,2026-01-24T02:51:07Z,tDDemoCD,1,使用外区apple music注意,此应用只有保持国区账号登陆状态才能使用付费功能，无法与外区music同时使用。我在其他任何国区付费app中从未遇到，并且客服反馈只会说“我们就是不行”,False
13504481406,2025-12-12T12:02:22Z,你好hyz,5,总体不错👍,包括两款免费Lut和很多原相机没有的iso和快门的手动调整都做的很棒。希望加上17pro系列的Apple ProRes Raw的外录和更多的格式选择😇,False
13403776510,2025-11-16T05:54:40Z,老烟丶,5,整体很棒，很喜欢很实用。,"锁定色调色温很丝滑，比那两款都丝滑！（付费那个最难用）对于我们这种非专业拍摄能保持画面色调色温一致性很有用，赞。
希望能增加定速变焦 o(^▽^)o",False
13324776387,2025-10-28T11:45:00Z,c4yr,5,方便使用的log拍摄app,能够非常方便地拍摄log视频和动态照片 目前来看非常好！界面ui简洁明了 希望后期可以推出更多的lut以及支持用户自定义导入lut！影视飓风加油！,False
13334131473,2025-10-30T15:35:19Z,凌绮0777,5,14promax卡顿问题反馈,录制HDR视频的时候会发生闪退，切换镜头时有严重卡顿，有50%以上的概率会闪退，我的手机内存是512的，还剩两百多G，内存是充足的，也没有其他的后台软件，这个是畸形的问题吗？,False
13488210371,2025-12-08T01:53:11Z,就像颜色可不是更想看筛查合唱d好多好多话好多话不热还放假放假,3,有bug,相机页面确实做的很不错 也很适合新手操作 本人是17pm 在切换滤镜的时候经常会卡死 不止一次 不知道是只有我这个型号这样还是其他型号也会遇到 望修复,False
13811716847,2026-03-04T04:48:47Z,辣鸡网易第五人格,1,欺骗消费者,上个月说后续要涨价，要取消永久版变成订阅制，诱导我2月以69购买了永久版，结果过了一个月，立马降价到20，这就是你所谓的后续会涨价？欺骗消费者有意思吗,False
13345357451,2025-11-02T05:40:35Z,别.梦.,5,Tim老大，iPad平板可不可以同步适配一下,对于有时候在外休憩，手机屏幕太小想和朋友一起拍大屏相，飓风相机存在90度角差使用很别扭而且还不能全屏拍照片，别的都很好，小白拍照比以前好了很多嘿嘿,False
13330119893,2025-10-29T16:38:45Z,潇潇姐姐.,4,使用体验-小白来说中上,整体使用感觉是较为傻瓜相机的，也有专业模式，但是整体来说软件完善度不高，而且使用卡顿，希望后续更新维护能够及时跟上PRO模式里面的色彩都很不错！,False
13907554453,2026-03-31T16:45:52Z,Hai_Millennium,1,竖拍有bug,有bug，将手机头朝下竖拍以后在app素材里看是正常的，但导出后会强行拉伸成横版，导致拍摄物体被横向拉长。在导出时没有任何选项可以修改这个过程。,False
13430795944,2025-11-23T07:59:25Z,西恩苏,5,动态照片效果的确很棒,其实视频我很少拍，但动态照片真的很需要，可惜了原相机拍不了log照片，所以应该是没办法导入原图片再加lut了吧哈哈哈😂（如果可以的话那真的是绝了）,False
13324164217,2025-10-28T08:09:30Z,(64&!,5,可以出个拼图功能吗？,"亲爱的tim，拜托出个（外部软件：如相册）导入视频，然后导出live动态的功能；
很想横屏视频拼接为竖屏视频后导出高质量live图。

拜托了🙏",False
13324947795,2025-10-28T12:32:17Z,INGH RT,3,拍摄live图片时候按下拍摄按钮的声音会被录制下来,屏幕上的拍摄按钮震动声音太大，会被麦克风录制下来，按音量键拍摄声音也会被录制下来，这对于我来说是杂音。不知道是不是故意这样设计的，希望有个选项可以控制,False
13370183670,2025-11-08T02:18:35Z,微距螺丝粉,5,如何拍摄非动态照片,是设置问题还是版本，这个app不可以切换成静态常规照片的拍摄吗？只有视频模式和log动态照片模式，如果想拍摄常规照片要怎么设置，倒腾半天都找到,False
13391405777,2025-11-13T05:22:05Z,gymjjjbgdhgg,5,导入lut,什么时候可以支持自己导入lut的功能呀，真的很需要，真的真的，还有一点，拍摄live照片的时候明明是加了lut的，可是导出的时候是灰片？不知道是不是bug,False
13489223339,2025-12-08T09:36:13Z,iceshell.li,5,给Tim点赞,"之前学习厂牌 更新日志 只有一句话 一句通用的话语 
今天更新明确了更新内容 还把上次的更新也列了出来
忍不住点个五星好评👍
预祝软件越来越好",False
13813059282,2026-03-04T14:53:58Z,时空是个圆圈⭕️⭕️,5,太好用了,是影视飓风的老粉了，一直想用飓风相机奈何一直没买苹果，如今换了苹果第一件事就是把飓风相机下过来买永久版，滤镜调的更是没得说啊太有质感了,False
13326049097,2025-10-28T17:28:08Z,兔天乐,3,跟教程里的blackmagic比有什么优点？,感觉现在app有点简单了，希望后续多更新点功能吧。按道理配套课程应该要更新一下配合这款app的拍摄教学的。感觉现在blackmagic太强了。,False
13419379253,2025-11-20T08:11:25Z,安慕希代言人天猫代言人的,4,力求下放匹配13pro,求求了快点更新到13pro也能用上滤镜lut这些吧，不然下载了软件用不上这些功能感觉很难受，主要普通人确实不可能说就为了拍照就换新的一款,False
13867288875,2026-03-20T08:53:32Z,aotidel,1,闪退是为什么？,旅行中，特意用飓风相机录制Vlog，录制了不到十分钟的视频…结果闪退，闪退之后什么也没有留下😭😭 一秒钟视频都没有。一整个大无语…,False
13392509018,2025-11-13T12:45:17Z,试验童工,1,购买权益后，权益莫名消失,购买pro权益并开通使用后，第二天权益消失，疑似bug，反馈给官方客服后，只告知我“权益已发放”五个大字，后续再沟通，未得到任何回复。,False
13430689074,2025-11-23T07:12:13Z,Kai_99_99,3,闪退重新安装后素材都没了,这段时间下载了这个相机开始使用了，效果还是不错的，但是后来突然有一天高度使用之后就一直闪退，无法打开。重装之后发现里面的素材都没了。,False
13324365932,2025-10-28T09:28:53Z,腊肠大厨,4,挺不错的，适合新手，但仍有待改进,这个预览框好像有点小，左右两边能停航母了，可以像原生相机那样吗，这样不会有割裂感。另外不支持葱相机按键直接调用，希望可以改进一下,False
13477737802,2025-12-05T13:22:24Z,李先生生生aaaaa,5,评分,我是tim和李四维粉丝，必须要给五分但是这个相机也是非常的有质感，拍出来的视频非常有电影的感觉，希望影视剧风越来越好，无限进步！！,False
13356170186,2025-11-04T17:06:57Z,amccakr,5,相册内的实况无法转化成视频,相机本身很好 简易模式只要按个拍摄就能出片 我会在苹果相册内做二次修改比如裁剪 希望飓风相机导出的实况能在苹果相册修改后导出为视频,False
13491717193,2025-12-09T00:10:40Z,東方锦龍,5,功能好用，建议增加存储到外置硬盘,体验了一下，功能设置一目了然，适合新手好入门，建议增加存储到外置硬盘，其他同类产品都支持，这种视频质量大，不想让他占用手机内存,False
13327344735,2025-10-29T00:50:52Z,清欢渡4057,5,功能很好，导出的视频照片能不能在iPhone相册里面留下地址，时间，镜头参数等信息,功能很好，导出的视频照片能不能在iPhone相册里面留下地址，时间，镜头参数等信息，用iPhone相册看这些的时候能有好的回忆,False
13325347175,2025-10-28T14:17:35Z,多重味觉,4,按键修改意见,按键ui感觉很迟钝（不是只真的卡了，但这种类ppt的放大缩小效果）让人用着有点不得劲，如果伴着苹果原生的那种震感和音效来看，不够脆生，希望可以改进,False
13325975450,2025-10-28T17:06:54Z,最萌吱星人,4,功能很强大…能自动用log和剪辑十分好用…,打开了我用log的新大门…摄影小白也能拍出很好看的质感…就是有一个需求…能不能直接当相机拍照用啊…好想他可以直接拍照…非常需要啊…,False
13517380592,2025-12-15T18:32:20Z,ooijgffffv,4,拍摄运动场景,我是一名网球爱好者，经常拍摄打球会一拍一个片段就有10几分钟的素材，套完LUT，渲染导出的时候会比较慢，不知道是什么原因？,False
13808833473,2026-03-03T09:49:22Z,头头欧巴,1,搞活动都无法做到一视同仁,当时商店没有上架app的时候，购买课程就是为了第一时间下载app，现在只给单独购买app用户返优惠券，那我们前期购买支持的用户呢。,False
13341670356,2025-11-01T10:55:22Z,神经病有什么不说我怎么,2,为什么不支持自己导入lut,既然做了这么多能不能把blackmagic里导入lut的功能加入，而且这是blackmagic的免费功能，这样大家以后只用飓风就行了,False
13324221506,2025-10-28T08:32:30Z,呵哒哒哎,1,软件很不完善,"1.不能设置单一的快门自动或者 ISO 自动，一点自动，所有的曝光参数全自动了，难顶
2.预览界面都没有曝光标尺或者直方图吗？",False
13336604960,2025-10-31T06:14:22Z,烛苛,5,希望增加自动变焦功能,BMC上有一个自动变焦功能，用来拍希区柯克非常好用，希望飓风相机能跟进一下这个功能。整个飓风团队都非常棒！加油加油看好你们！,False
13758893956,2026-02-17T12:53:17Z,我会好好珍惜你一辈子,5,新一次更新的内容我不行了,本来用的挺好，寻思更新以后会更好，结果更新以后滤镜也不强了，无法使用了我不知道是不是系统的事情，因为我用的是iOS 18.6系统,False
13354146972,2025-11-04T06:09:54Z,好用 除了好用我还能说什么？,3,批量导出功能什么时候上线？,现在没有批量导出功能，每一次导出都非常难受 导出又很慢。还需要每一个都去Lut 费时费力，希望你们快点更新这个功能，谢谢了,False
13447293749,2025-11-27T15:51:44Z,时光先生Jeslie,5,希望尽快更新导入 Lut 功能,一直相信影视飓风的做事效率，目前 app 功能已经非常简洁和完善，就差一个导入自制 lut 的功能了，希望尽快推出🙏,False
13729364947,2026-02-09T05:17:07Z,忘了就忘了0211,5,什么时候能适配一下ipad啊,在手机端挺不错的，但是我是iPhone和ipad的双持用户，我也经常会使用到ipad拍视频和照片，希望能快点适配一下吧,False
13331986347,2025-10-30T03:19:44Z,张大蒙子,4,使用体验,几天体验下来，便捷性要好于黑魔法，但色彩准确度上还是没有黑魔法精准，固定白平衡下，橙色会偏红，皮肤也偏红。希望后面会更好。,False
13347196674,2025-11-02T15:23:02Z,nba225588,5,相机,很好用的一款相机，针对苹果优化很有特点，界面设计非常简约，而且上手难度不大，学习的成本很低，一次购入，终身受益的东西。,False
13325175483,2025-10-28T13:33:07Z,🐮丿,5,还没完善吗？,13pro 手机。冲完 69 会员发现没有 lut 和不支持 log 拍摄，右上角有文字堆叠。继续等更新还是怎么办？？？,False
13325762001,2025-10-28T16:07:06Z,、机智,5,简单专业,等了两个周终于上线了，洁面简洁干净功能强大，lut的live图也很有意思，期待其他的更多有意思的功能👏🏻👏🏻👏🏻,False
13346938359,2025-11-02T14:19:21Z,悔·灭,5,拍摄时候会打断耳机播放的音乐,拍摄时候会打断耳机播放的音乐，在控制中心继续音乐，回到飓风相机会再次打断音乐…这点原版相机拍摄视频都不会打断…希望能改进,False
13825184245,2026-03-08T01:55:17Z,Leon'sDad87,1,内容少，滤镜少，拍摄照片最大800万像素分辨率低,手机苹果iPhone16promax，拍摄照片最大800万像素，滤镜也少，感觉还不如原相机。白花20元，当踩坑了。,False
13464647873,2025-12-02T01:15:26Z,嗳喏依,1,偶尔卡顿,打开相机，反应比较慢，偶尔会卡顿，卡死手机所有按键不管用，锁屏键都不能用，只能组合键强制重启，但是还在一直录着，有录制视频,False
13327461626,2025-10-29T01:35:30Z,1414kid,5,强啊,之前买的课程 现在出了自己的app 用起来比bmc简单 但是该有的功能一个不少 界面简洁 通俗易懂 对新手友好 支持,False
13566775696,2025-12-29T00:08:52Z,盐City,3,问题反馈,这款软件确实很好用，但在最近的使用中，出现好几次卡顿，直接给我手机干卡了，要三四分钟才能退出来。我目前使用的是16p,False
13906769864,2026-03-31T12:33:57Z,imrosy21,5,很好,不是拍照专业人士，影视飓风的观众，看着app内的滤镜挺不错的，买了支持一下嘿嘿，希望之后出去玩能拍出来好看的风景照片,False
13461827732,2025-12-01T09:14:16Z,"南岗大呲花,*",3,拍摄后存储问题,应该以供选择储存方式  是软件内置或者用户相册内  我真不喜欢软件内置的储存方式 这对懒人来说 还需要在导出相册 麻烦的狠,False
13327288145,2025-10-29T00:29:09Z,番茄小鱼好好吃,4,一些需要改善的问题,iPhone17Pro系列已经支持了Opengate，那app里的用Apple Log的动态照片应该给一个opengate的选项,False
13468081812,2025-12-02T22:38:36Z,翔哥46,3,增加第三方Lut导入功能,希望能增加Lut导入功能，现有几个不能满足适应需求。没家App都有自己优势，希望最终只有一个摄影App。 飓风看好你,False
13333994899,2025-10-30T14:59:39Z,model zx,1,如果只能拍视频的话，就别叫相机啊,这个app，还以为是相机增强app才下载的，结果只有录像功能。tim你那么专业，会把只有录像功能的东西叫做相机吗？叫飓风录影机之类才对吧？,False
13826685053,2026-03-08T13:00:47Z,缘起星辰,3,一些建议,"lut 太少，拍出来感觉太暗
希望把 iphone 原相机的一些特有功能融合进去
1.人像模式 
2.空间视频",False
13668478313,2026-01-24T02:07:38Z,RAC集团,5,爱了,除了比原相机更耗电，其他都可以可以使用，原相机不能使用的一些功能如1080p可以开启120帧在一些设备上面，相机只能开60,False
13342289732,2025-11-01T13:42:26Z,香吉的卷眉,4,用pro版本LUT导出 画面有色差怎么办哩,苹果 15pro 导出来色差很大，和在软件里的视频会有很大色差这该怎么办哩 😭😭特别画面里有人的时候导出来皮肤颜色会变的特别红😭😭,False
13832972079,2026-03-10T09:57:04Z,KK🎬🎤,1,无法恢复购买,不知道为什么恢复购买输入密码后一直没有反应？我以为是密码输入错误，但是尝试其他密码后发现输入错误密码会出现密码不正确字样,False
13334048643,2025-10-30T15:13:34Z,糖酸胀OACD,5,太喜欢了,这个软件真的很不错，而且影视飓风也很良心我买了49的课还送我69的pro版，我会一直支持你们的，继续加油！,False
13337523198,2025-10-31T11:48:16Z,nsvsinf,3,现在还称不上好用,第一点建议，预览界面加删除功能，现在只能看了之后回到编辑界面删除，第二点建议，加入导入lut功能，第三点建议，加入调整编码功能,False
13349951103,2025-11-03T06:38:59Z,Mr.Zhou_SH,3,功能不够完善,"1.没有直方图
2.没有录制时锁定参数功能
3.滑屏切换lut，添加循环功能，能够提高效率
4.动图没有画幅选择功能",False
13818738559,2026-03-06T06:50:45Z,淦鲨鱼辣椒,1,说涨价结果降价,之前就是冲着 app 买的课 因为买课比买 app 便宜 结果买课获得的 app 会员没有补偿 挺失望的 说涨价结果最终定价 20,False
13701610258,2026-02-01T17:15:21Z,nytlrr,3,iPhone14pro没有选择lut 的按钮吗？虽然不支持log拍摄，但是应该可以直接选择lut直出吧😐,iPhone14pro没有选择lut 的按钮吗？虽然不支持log拍摄，但是应该可以直接选择lut直出吧😐,False
13325557833,2025-10-28T15:12:26Z,酸甜蛋,5,拍照非常好,"这个公司非常良心，只要你买了课程就会免费升级Pro版，我会一直支持影视飓风的
无限进步！无限进步！无限进步！",False
13330117337,2025-10-29T16:38:03Z,OliverH0912,5,非常简洁,适合新手，但是专业模式不够专业，可以削减一些符号，仅保留文字即可，希望能给相机按键添加lut切换的功能,False
13360011252,2025-11-05T15:38:43Z,aaaaaashan,4,无限进步,第一次评论app，感觉自动白平衡有时候偏黄，还有放大的时候不显示放大倍数呢，希望下个版本更新，无限进步！,False
13815495762,2026-03-05T08:19:52Z,121516164646464,1,感觉钱白花了,都是苹果手机，他这个只支持15以后的，那些特效用不了就算了，连进相册的按钮都不给，拍完还得自己跳出去看,False
13325595215,2025-10-28T15:22:11Z,Somerset·Tom,5,希望记录地点信息,希望可以给拍摄的照片和视频记录下地点信息，这样保存在本地相册后就能知道是在哪里拍摄的了，更有纪念意义,False
13765726344,2026-02-19T11:06:41Z,hoozdo,5,非常值得用的专业拍摄软件,我以前一直用的是bmc，可惜bmc没有拍照模式，而飓风相机不仅加入了拍照模式，而且还兼顾了专业性和便捷性，,False
13324502339,2025-10-28T10:18:17Z,Mrbkacklu,5,提个小建议,设备是Iphone15，横屏模式下，白平衡与快门速度大数值的显示有轻微遮挡，索强迫症命了，哈哈哈哈哈~,False
13880851475,2026-03-24T05:04:23Z,Airposts,5,增加水印打卡功能,作为一个万能且功能强大且拍照方便的飓风相机神器，应该给增加一个水印打卡功能，我就好卸载今日水印相机了。,False
13326117404,2025-10-28T17:48:14Z,花水木Hanamizuki,4,改进建议,1.live图可选比例；2.曝光模式增加光圈优先、快门优先等选项（例如：iso手动固定，快门速度自动）,False
13766875519,2026-02-19T17:44:03Z,iii iiiiiiiiii,4,使用问题,手动快门速度不能调节到30帧一下 ，拍摄过程中不能调节焦距，；使用过程中偶尔卡顿不能拍摄，需要重启APP。,False
13328419841,2025-10-29T08:19:40Z,讲讲道理好伐,4,对我来说有个问题，是在视频log模式下移动镜头情况，画面显示有延迟感，没有原生相机移动的情况下流畅。,对我来说有个问题，是在视频log模式下移动镜头情况，画面显示有延迟感，没有原生相机移动的情况下流畅。,False
13328961266,2025-10-29T11:27:49Z,léon lee,1,17标准版不能用,介绍里也没说标准版不能用，买完了。 废了，只能用个其他app一样的免费功能。还买你家衣服呢。下次不会了。,False
13367258779,2025-11-07T10:55:09Z,Mr.Lighttt,2,有待优化,16PM，刚打开切换120mm焦距闪退，再次打开卡顿。录制视频5秒开始卡顿，提示lut停止，后面看视频卡顿。,False
13363484335,2025-11-06T12:41:33Z,xgghdfjnddkjfdrikfs,4,居然支持4k120帧,刚开发，还是很不错了，期待以后加上：滤镜拍照；查看文件信息；自定义两三个常用拍摄参数一点就用。,False
13889441686,2026-03-26T16:03:38Z,答案永远的答案,2,目前看是不值的 有点后悔,无法导入的lut 和系统相机比稀碎的对焦 还有照片只是视频单帧  还有就是十分之一自带相机log的体积,False
13327937649,2025-10-29T04:52:44Z,一个小元宵,5,Pro版Lut 怎么用,升级pro版了，但是14pro拍摄界面和导出界面都没有lut 选项，是只有log模式下才有lut 选项吗？,False
13631294823,2026-01-14T05:41:31Z,霸气桃桃椰,3,ipad横屏使用很难受,我是一个喜欢用ipad拍摄的人，试了一下发现横屏的时候，字和画面内容都是不合适的都是反的，希望完善。,False
13325598856,2025-10-28T15:23:09Z,张榆傑,5,一个更新小建议,希望可以给飓风相机加上各种画幅选择功能！！！尤其是XPAN，2.35：1这种特殊画幅。抱大腿了！,False
13331748716,2025-10-30T01:46:17Z,hwhwheususjsjdnsndhd,1,LUT在哪里？,点了点找不到LUT，然后找到了付费页面，上面显示开通Pro可以解锁LUT，结果付费完之后还是啥也没有！,False
13325224029,2025-10-28T13:45:42Z,LuckErr_XN,5,优秀,不太流畅，有待优化，基础功能也有了，可以加入丰富的lut供用户选择，支持拍摄和视频中拍照就更好了,False
13829264113,2026-03-09T06:23:59Z,打旁边那个,5,提点建议,希望增加一些基于标准模式下的影调，让标准版也能用上带影调的动态图，现在只有pro才能用还是很难受的,False
13324545961,2025-10-28T10:33:03Z,落叶橘子皮,5,很不错，但还需努力,"画面很不错，很干净，但是一些功能比之bmc少了一些，希望后续能够完善。
ps：图标还是黑绿色好看",False
13391813971,2025-11-13T08:27:56Z,让你可以夸了,4,很方便的一个工具，但是目前好像稳定性还不够，在拍摄的时候，容易出现抽帧的现象，但是成片又没有问题。,很方便的一个工具，但是目前好像稳定性还不够，在拍摄的时候，容易出现抽帧的现象，但是成片又没有问题。,False
13328083692,2025-10-29T05:58:11Z,呵呵呵今生今世呢,5,第一波用户了吧,UI简洁，比那个blackmagic好上手，但是iPhone那个相机按键好像设置不了，建议开一下,False
13325483719,2025-10-28T14:53:06Z,洋芋🥔！,4,流畅度,流畅度感觉还是不太行，切换镜头的时候卡顿明显，不能导入自己的lut 希望以后更新可以有更多功能,False
13581063932,2026-01-01T14:01:11Z,kelvin8314,5,实用易操作的摄影软件,影视飓风开发的软件，先拍log，直接带滤镜导出。青青调色审美在线。易用，还能保留 log 源文件。,False
13353861456,2025-11-04T04:03:35Z,wangxuanping,5,视频导出的时候进度条,视频导出的时候的进度条如果可以看着一点点增加而不是跳跃式的增长就好了，感觉一跳一跳的有点卡顿不够丝滑,False
13325549926,2025-10-28T15:10:21Z,Monstersolo,5,用过的最好用的log相机,太简洁了，没有复杂的设置编码器什么的选项，只保留与摄影高度相关的功能，希望以后有log拍照的功能,False
13569609647,2025-12-29T17:14:56Z,我是五毛,5,请加入导入自定义 lut 功能,比 blackmagic cam 好的地方就是能拍照片，但是如果能把导入自定义 lut 加进去就更好了,False
13325820275,2025-10-28T16:23:03Z,虎背上的少年,5,支持飓风相机APP,原生相机什么都不能调太难受了，终于有人做相机APP了，希望你们多多借鉴黑魔法的优点，无限进步！,False
13336694454,2025-10-31T06:53:59Z,huihui1222,3,有待改进,"有三个问题:
1、会自动退出登录状态
2、光圈不可调
3、各种滤镜相差不大，建议设置强度可调。",False
13809098284,2026-03-03T11:49:57Z,56626759 7,1,没有做旧账号替换的功能，旧手机号注销了，没办法验证信息，新手机号有购买记录或其他验证方式，无法替换新手机号,没有做旧账号替换的功能，旧手机号注销了，没办法验证信息，新手机号有购买记录或其他验证方式，无法替换新手机号,False
13328031819,2025-10-29T05:34:54Z,宁静==,2,不好用,视频录了老半天，存那里都不知道，这还是相机？无法看手机照片，后期怎么做，看不见导出路径，无语😓,False
13634016546,2026-01-14T22:34:21Z,twx1234,3,还有地方需要改进,更新了版本以后，摄像头切换的时候，画质太差了，有一种数码变焦的感觉，并没有像之前那样启动光学变焦,False
13490166990,2025-12-08T15:04:44Z,起来来,2,像素成像低,拍照像素很低，相片质量不好，只有8mp像素，极影相机还支持12mp/48mp像素，希望更新更高的像素出来,False
13328313192,2025-10-29T07:36:32Z,低调滴菜鸟,5,易用 很出效果,相比 blackmagic cam 简单了许多，同时默认的稳定器效果和平滑变焦很容易拍出电影感,False
13340474409,2025-11-01T03:26:43Z,((((；ﾟДﾟ？？？？？,5,希望能出一个13pm以上的log和设计一个可以利用小组件点击打开的小组件,什么时候可以出一个13pm以上的动态图版本和小组件的，因为不方便🤔但是这个app真的很好用,False
13370643804,2025-11-08T05:15:31Z,歌宴航拍,5,拍的好,影视飓风出的，拍摄专业，有白平衡等等，保留了iPhone的0.5超广角，能满足专业拍摄者的需求。,False
13346646339,2025-11-02T13:05:26Z,小蚊子大狐狸,5,感谢飓风，拯救了我这个摄影小白,当初买苹果就是为了log模式的使用，但是真正用了发现并不好用，但是飓风相机完全拯救了苹果的log模式,False
13811905893,2026-03-04T06:30:35Z,一个破昵称还不能重复好烦啊,1,拍实况照片卡死,不只是app卡死 是整个手机卡住 客服说要录个屏 结果把录屏都一起卡死 究竟是调用了多少算力和内存,False
13811236154,2026-03-04T01:13:09Z,芦苇丛中。z,2,色调在哪调？调不了！,花了20块钱就想体验一下这个相机的滤镜，结果花了钱和没花钱体验到的是一样的！我就想问滤镜色调在哪调？？！问了b站也不回！,False
13556349037,2025-12-26T09:58:32Z,武锦烨,3,有待改进,成片太糊了，并且卡顿闪退，希望不断优化bug越做越好吧，目前体验感还不如Blackmagic,False
13628823855,2026-01-13T14:17:09Z,稻田地,5,感谢信,真心感谢作者出这么好的工具，还有这样细致的教学，让我一个新手小白得到满满的摄影常识和摄影知识,False
13327889217,2025-10-29T04:31:25Z,HYIZZZZZZ,4,一些建议,希望在iphone本地照片里查看照片和视频时可以显示相机，镜头和位置等信息。这非常重要。,False
13628187774,2026-01-13T10:36:48Z,牧羊人006,5,非常好用,非常好用曝光准确亮光环境下，套用lut得到的画面非常漂亮，前期可以微调参数达到最好的出片效果,False
13338000298,2025-10-31T13:54:50Z,GXS李哥,3,现阶段全是bug，根本没法用,拍的视频导出以后，前几秒还正常，后面就莫名其妙全变成慢动作了，还有的素材拍完只有剪辑，无法导出,False
13325368675,2025-10-28T14:23:12Z,bi907,5,请适配一下相机键,这样我可以快速打开来拍摄视频，而不是需要打开app才可以拍摄，软件没啥说的很棒，体验也很不错。,False
13334387349,2025-10-30T16:44:48Z,麦子卖麦子,1,建议删除账号不要放在账号管理里面,客服非常难找，客服入口在哪要找半天。并且一般很少人删除账号的，退出登录建议和账号管理放一起,False
13325755783,2025-10-28T16:05:24Z,二维无时空,5,首批用户到此一游,试用了一下，非常不错，有非常考虑用户痛点的 Tim 在，越来越期待这款相机未来增加的新功能！,False
13325048341,2025-10-28T12:59:30Z,我是Tim@,5,可不可以出一个拍摄照片的功能，就只是照片,平时只想用来拍摄普通照片，但是又想用飓风相机的调色怎么办，可以不可以出个拍摄普通照片的功能啊喂,False
13358758594,2025-11-05T09:11:27Z,Yorffiy,5,13pm用户哭了,视频功能很好用很喜欢，但是log Live Photo 可以考虑一下老机型吗🥹👉👈,False
13325222366,2025-10-28T13:45:17Z,ljz0o”,5,软件很好，教学课件也很好，影视飓风忠实粉丝。,软件很好，教学课件也买了，可惜我的13pro好多功能不支持，但是我还是会认真学习的🙏🙏🙏,False
13326360654,2025-10-28T19:02:40Z,Rick•L,3,👍,提供了一些建议，希望可以让这款软件用起来可以更丝滑无感一些，希望看起来可以更像是在用系统相机一样,False
13440941832,2025-11-25T22:28:14Z,张北秋,5,能不能导入富士的lut,富士的lut已经开源了，能不能自己导入功能呢？或者是官方给导入进去，我们直接使用，求求了。,False
13488601801,2025-12-08T04:38:09Z,想摆烂的钱同学,5,希望能适配一下大疆的手机云台,搭配大疆的Osmo Mobile 8使用时不能通过云台上的按钮进行操作，希望能适配一下,False
13360076635,2025-11-05T15:56:53Z,浪浪啦啦啦聊✧٩(ˊωˋ*)و✧,5,关于前置,关于前置，在iPhone 17系列上，明明可以竖屏拍摄横屏的构图，咱们也可以升级一下呀,False
13419649868,2025-11-20T10:15:52Z,精分阿满,4,支持拍照,如果后续可以支持拍照就好了，现在只能用来拍摄视频  log 模式的实况对机型也有限制,False
13325179576,2025-10-28T13:34:12Z,Quin Wong,5,太棒了！,终于等到了，不过，拍摄比例与闪光灯后续会补充上么？亦或是我没有找到？拭目以待:-D,False
13329440481,2025-10-29T13:38:57Z,恐猪,5,B站买课不知道怎么绑定的,回到B站的课程里，评论区置顶有绑定手机号码的链接，绑定之后回到app里重新登录就好啦。,False
13349915432,2025-11-03T06:23:40Z,kd人,3,冲着拍实况 log 来的,目前看来拍 log 实况还是要上稳定器才可以有很好的效果 防抖很差 希望后期更新优化,False
13830145850,2026-03-09T13:23:13Z,土豆清蒸马铃薯,3,lut导入,其实我是不太明白为什么飓风相机没有lut导入功能，就那几个内置lut感觉完全不够用,False
13324889720,2025-10-28T12:16:26Z,烦人的猫岛,5,调用方便,能把摄影和摄像整合起来确实比一个一个应用之间转好太多了，我直接就是无限进步好吧🥳,False
13332110201,2025-10-30T04:13:31Z,子额呀,5,加油,apple log运用十分自如但可以对128gpro用户更亲民一些app不要做的那么臃肿,False
13324401366,2025-10-28T09:42:14Z,酷酷呆瓜,3,感觉还不太完善，第一眼也感觉不是很吸引人。不过第一个版本，再接再厉,感觉还不太完善，第一眼也感觉不是很吸引人。不过第一个版本，再接再厉。我很期待后续版本更新！,False
